ประเภทโคมไฟ,ทิศทางที่ตั้ง (LT/RT/MD),สถานะ,ชนิดของหลอดไฟ,ตู้คอนโทรล,วันที่ก่อสร้าง,สัญญาที่,สายทาง,ตอนควบคุม,กม.,วันที่ซ่อมครั้งล่าสุด,สาเหตุการเสียหาย,วิธีการซ่อม,หมายเหตุ,Lat,Long
sg,rt115,,,,,,212,0301,305+691,,,,, 17.4630,104.7375
sg,rt116,,,,,,212,0301,305+762,,,,, 17.4625,104.7379
sg,rt117,,,,,,212,0301,305+825,,,,, 17.4621,104.7382
sg,rt118,,,,,,212,0301,305+885,,,,, 17.4616,104.7385
sg,rt119,,,,,,212,0301,305+934,,,,, 17.4612,104.7387
sg,rt120,,,,,,212,0301,305+969,,,,, 17.4609,104.7389
sg,rt121,,,,,,212,0301,306+066,,,,, 17.4602,104.7394
sg,rt122,,,,,,212,0301,306+099,,,,, 17.4599,104.7396
sg,rt123,,,,,,212,0301,306+144,,,,, 17.4596,104.7398
sg,rt124,,,,,,212,0301,306+189,,,,, 17.4593,104.7400
sg,rt125,,,,,,212,0301,306+399,,,,, 17.4577,104.7410
sg,rt126,,,,,,212,0301,306+449,,,,, 17.4573,104.7412
sg,rt127,,,,,,212,0301,306+489,,,,, 17.4569,104.7414
sg,rt128,,,,,,212,0301,306+529,,,,, 17.4566,104.7415
sg,rt129,,,,,,212,0301,306+569,,,,, 17.4563,104.7417
sg,rt130,,,,,,212,0301,306+709,,,,, 17.4559,104.7419
sg,rt131,,,,,,212,0301,306+749,,,,, 17.4556,104.7420
sg,rt132,,,,,,212,0301,306+789,,,,, 17.4552,104.7422
sg,rt133,,,,,,212,0301,306+839,,,,, 17.4548,104.7424
sg,rt134,,,,,,212,0301,306+879,,,,, 17.4545,104.7426
sg,rt135,,,,,,212,0301,306+934,,,,, 17.4540,104.7428
sg,rt136,,,,,,212,0301,307+002,,,,, 17.4534,104.7430
sg,rt137,,,,,,212,0301,307+068,,,,, 17.4529,104.7433
sg,rt138,,,,,,212,0301,307+133,,,,, 17.4524,104.7436
sg,rt139,,,,,,212,0301,307+226,,,,, 17.4518,104.7439
sg,rt140,,,,,,212,0301,307+267,,,,, 17.4514,104.7440
sg,rt141,,,,,,212,0301,307+299,,,,, 17.4512,104.7442
sg,rt142,,,,,,212,0301,307+330,,,,, 17.4509,104.7443
sg,rt143,,,,,,212,0301,307+372,,,,, 17.4506,104.7444
sg,rt144,,,,,,212,0301,307+414,,,,, 17.4503,104.7446
sg,rt145,,,,,,212,0301,307+446,,,,, 17.4500,104.7447
sg,rt146,,,,,,212,0301,307+672,,,,, 17.4483,104.7456
sg,rt147,,,,,,212,0301,307+714,,,,, 17.4480,104.7457
sg,rt148,,,,,,212,0301,307+758,,,,, 17.4476,104.7459
sg,rt149,,,,,,212,0301,307+789,,,,, 17.4474,104.7461
sg,rt150,,,,,,212,0301,307+865,,,,, 17.4468,104.7464
sg,rt151,,,,,,212,0301,307+907,,,,, 17.4466,104.7465
sg,rt152,,,,,,212,0301,307+953,,,,, 17.4462,104.7468
sg,rt153,,,,,,212,0301,307+986,,,,, 17.4460,104.7469
sg,rt154,,,,,,212,0301,308+068,,,,, 17.4455,104.7473
sg,rt155,,,,,,212,0301,308+230,,,,, 17.4451,104.7477
sg,rt156,,,,,,212,0301,308+288,,,,, 17.4446,104.7480
sg,rt157,,,,,,212,0301,308+358,,,,, 17.4442,104.7484
sg,rt158,,,,,,212,0301,308+424,,,,, 17.4438,104.7487
sg,rt159,,,,,,212,0301,308+464,,,,, 17.4435,104.7489
sg,rt160,,,,,,212,0301,308+499,,,,, 17.4433,104.7491
sg,rt161,,,,,,212,0301,308+534,,,,, 17.4430,104.7493
sg,rt162,,,,,,212,0301,308+576,,,,, 17.4428,104.7495
sg,rt163,,,,,,212,0301,308+611,,,,, 17.4425,104.7497
sg,rt164,,,,,,212,0301,308+661,,,,, 17.4422,104.7500
sg,rt165,,,,,,212,0301,309+257,,,,, 17.4387,104.7541
sg,rt166,,,,,,212,0301,309+330,,,,, 17.4384,104.7546
db,md1,,,,,,212,0301,267+810,,,,, 17.6497,104.4456
db,md2,,,,,,212,0301,267+845,,,,, 17.6495,104.4458
db,md3,,,,,,212,0301,267+880,,,,, 17.6492,104.4460
db,md4,,,,,,212,0301,267+915,,,,, 17.6490,104.4462
db,md5,,,,,,212,0301,267+950,,,,, 17.6487,104.4463
db,md6,,,,,,212,0301,267+985,,,,, 17.6484,104.4465
db,md7,,,,,,212,0301,268+020,,,,, 17.6481,104.4467
db,md8,,,,,,212,0301,268+055,,,,, 17.6479,104.4469
db,md9,,,,,,212,0301,268+090,,,,, 17.6476,104.4471
db,md10,,,,,,212,0301,268+125,,,,, 17.6473,104.4473
db,md11,,,,,,212,0301,268+160,,,,, 17.6471,104.4475
db,md12,,,,,,212,0301,268+195,,,,, 17.6468,104.4477
db,md13,,,,,,212,0301,268+230,,,,, 17.6466,104.4479
db,md14,,,,,,212,0301,268+265,,,,, 17.6463,104.4480
db,md15,,,,,,212,0301,268+300,,,,, 17.6460,104.4482
db,md16,,,,,,212,0301,268+335,,,,, 17.6458,104.4484
db,md17,,,,,,212,0301,268+370,,,,, 17.6455,104.4486
db,md18,,,,,,212,0301,268+405,,,,, 17.6453,104.4488
db,md19,,,,,,212,0301,268+440,,,,, 17.6450,104.4491
db,md20,,,,,,212,0301,268+475,,,,, 17.6448,104.4493
db,md21,,,,,,212,0301,268+510,,,,, 17.6446,104.4496
db,md22,,,,,,212,0301,268+545,,,,, 17.6445,104.4499
db,md23,,,,,,212,0301,268+580,,,,, 17.6444,104.4502
db,md24,,,,,,212,0301,268+615,,,,, 17.6443,104.4505
db,md25,,,,,,212,0301,268+650,,,,, 17.6442,104.4509
db,md26,,,,,,212,0301,268+685,,,,, 17.6442,104.4512
db,md27,,,,,,212,0301,268+720,,,,, 17.6442,104.4515
db,md28,,,,,,212,0301,268+755,,,,, 17.6442,104.4519
db,md29,,,,,,212,0301,268+790,,,,, 17.6441,104.4522
db,md30,,,,,,212,0301,268+825,,,,, 17.6441,104.4525
db,md31,,,,,,212,0301,268+860,,,,, 17.6441,104.4529
db,md32,,,,,,212,0301,268+895,,,,, 17.6441,104.4532
db,md33,,,,,,212,0301,268+930,,,,, 17.6441,104.4535
db,md34,,,,,,212,0301,268+965,,,,, 17.6441,104.4539
db,md35,,,,,,212,0301,269+000,,,,, 17.6441,104.4542
db,md36,,,,,,212,0301,269+035,,,,, 17.6441,104.4545
db,md37,,,,,,212,0301,269+070,,,,, 17.6441,104.4549
db,md38,,,,,,212,0301,269+105,,,,, 17.6441,104.4552
db,md39,,,,,,212,0301,269+140,,,,, 17.6441,104.4556
db,md40,,,,,,212,0301,269+175,,,,, 17.6441,104.4559
db,md41,,,,,,212,0301,269+210,,,,, 17.6441,104.4563
db,md42,,,,,,212,0301,269+315,,,,, 17.6440,104.4574
db,md43,,,,,,212,0301,269+350,,,,, 17.6440,104.4578
db,md44,,,,,,212,0301,269+385,,,,, 17.6440,104.4581
db,md45,,,,,,212,0301,269+420,,,,, 17.6440,104.4584
db,md46,,,,,,212,0301,269+455,,,,, 17.6440,104.4588
db,md47,,,,,,212,0301,269+490,,,,, 17.6440,104.4591
db,md48,,,,,,212,0301,269+525,,,,, 17.6440,104.4595
db,md49,,,,,,212,0301,269+560,,,,, 17.6439,104.4598
db,md50,,,,,,212,0301,269+595,,,,, 17.6439,104.4602
db,md51,,,,,,212,0301,269+630,,,,, 17.6440,104.4605
db,md52,,,,,,212,0301,269+875,,,,, 17.6440,104.4629
db,md53,,,,,,212,0301,269+910,,,,, 17.6439,104.4633
db,md54,,,,,,212,0301,269+945,,,,, 17.6439,104.4636
db,md55,,,,,,212,0301,269+980,,,,, 17.6439,104.4639
db,md56,,,,,,212,0301,270+015,,,,, 17.6439,104.4643
db,md57,,,,,,212,0301,270+050,,,,, 17.6439,104.4646
db,md58,,,,,,212,0301,270+085,,,,, 17.6439,104.4650
db,md59,,,,,,212,0301,270+120,,,,, 17.6439,104.4653
db,md60,,,,,,212,0301,270+155,,,,, 17.6439,104.4656
db,md61,,,,,,212,0301,270+190,,,,, 17.6438,104.4660
db,md62,,,,,,212,0301,270+225,,,,, 17.6438,104.4663
db,md63,,,,,,212,0301,270+260,,,,, 17.6437,104.4666
db,md64,,,,,,212,0301,270+295,,,,, 17.6436,104.4670
db,md65,,,,,,212,0301,270+330,,,,, 17.6435,104.4673
db,md66,,,,,,212,0301,270+365,,,,, 17.6433,104.4676
db,md67,,,,,,212,0301,270+400,,,,, 17.6431,104.4679
db,md68,,,,,,212,0301,270+435,,,,, 17.6429,104.4682
db,md69,,,,,,212,0301,270+470,,,,, 17.6428,104.4685
db,md70,,,,,,212,0301,270+505,,,,, 17.6425,104.4687
db,md71,,,,,,212,0301,270+540,,,,, 17.6423,104.4690
db,md72,,,,,,212,0301,270+575,,,,, 17.6421,104.4692
db,md73,,,,,,212,0301,270+610,,,,, 17.6419,104.4695
db,md74,,,,,,212,0301,270+645,,,,, 17.6417,104.4698
db,md75,,,,,,212,0301,270+680,,,,, 17.6415,104.4700
db,md76,,,,,,212,0301,270+715,,,,, 17.6412,104.4703
db,md77,,,,,,212,0301,270+750,,,,, 17.6411,104.4705
db,md78,,,,,,212,0301,270+855,,,,, 17.6404,104.4712
db,md79,,,,,,212,0301,270+890,,,,, 17.6402,104.4714
db,md80,,,,,,212,0301,270+925,,,,, 17.6400,104.4717
db,md81,,,,,,212,0301,270+960,,,,, 17.6398,104.4719
db,md82,,,,,,212,0301,270+995,,,,, 17.6396,104.4722
db,md83,,,,,,212,0301,271+030,,,,, 17.6393,104.4724
db,md84,,,,,,212,0301,271+065,,,,, 17.6392,104.4727
db,md85,,,,,,212,0301,271+100,,,,, 17.6390,104.4729
db,md86,,,,,,212,0301,271+135,,,,, 17.6387,104.4732
db,md91,,,,,,212,0301,273+647,,,,, 17.6292,104.4943
db,md90,,,,,,212,0301,273+612,,,,, 17.6294,104.4940
db,md89,,,,,,212,0301,273+577,,,,, 17.6296,104.4938
db,md88,,,,,,212,0301,273+542,,,,, 17.6297,104.4935
db,md87,,,,,,212,0301,273+507,,,,, 17.6299,104.4932
db,md92,,,,,,212,0301,273+682,,,,, 17.6290,104.4946
db,md93,,,,,,212,0301,273+717,,,,, 17.6288,104.4948
db,md94,,,,,,212,0301,273+752,,,,, 17.6287,104.4951
db,md95,,,,,,212,0301,273+787,,,,, 17.6285,104.4954
db,md96,,,,,,212,0301,273+822,,,,, 17.6283,104.4956
db,md97,,,,,,212,0301,274+878,,,,, 17.6226,104.5037
db,md98,,,,,,212,0301,274+913,,,,, 17.6224,104.504 
db,md99,,,,,,212,0301,274+948,,,,, 17.6222,104.5042
db,md100,,,,,,212,0301,274+983,,,,, 17.6220,104.5045
db,md101,,,,,,212,0301,275+018,,,,, 17.6219,104.5048
db,md102,,,,,,212,0301,275+123,,,,, 17.6212,104.5056
db,md103,,,,,,212,0301,275+158,,,,, 17.6210,104.5059
db,md104,,,,,,212,0301,275+193,,,,, 17.6209,104.5062
db,md105,,,,,,212,0301,275+228,,,,, 17.6207,104.5064
db,md106,,,,,,212,0301,275+263,,,,, 17.6205,104.5067
db,md107,,,,,,212,0301,275+298,,,,, 17.6203,104.5070
db,md108,,,,,,212,0301,275+333,,,,, 17.6201,104.5073
db,md109,,,,,,212,0301,275+368,,,,, 17.6199,104.5075
db,md110,,,,,,212,0301,275+403,,,,, 17.6198,104.5078
db,md111,,,,,,212,0301,275+438,,,,, 17.6196,104.5080
db,md112,,,,,,212,0301,275+473,,,,, 17.6195,104.5083
db,md113,,,,,,212,0301,275+508,,,,, 17.6194,104.5086
db,md114,,,,,,212,0301,275+543,,,,, 17.6192,104.5089
db,md115,,,,,,212,0301,275+578,,,,, 17.6191,104.5092
db,md116,,,,,,212,0301,275+613,,,,, 17.6191,104.5095
db,md117,,,,,,212,0301,275+648,,,,, 17.6190,104.5099
db,md118,,,,,,212,0301,275+683,,,,, 17.619 ,104.5102
db,md119,,,,,,212,0301,275+718,,,,, 17.6189,104.5105
db,md120,,,,,,212,0301,275+753,,,,, 17.6189,104.5109
db,md121,,,,,,212,0301,275+788,,,,, 17.6189,104.5112
db,md122,,,,,,212,0301,275+823,,,,, 17.6189,104.5115
db,md123,,,,,,212,0301,275+858,,,,, 17.6188,104.5119
db,md124,,,,,,212,0301,275+893,,,,, 17.6188,104.5122
db,md125,,,,,,212,0301,275+928,,,,, 17.6188,104.5126
db,md126,,,,,,212,0301,275+963,,,,, 17.6188,104.5129
db,md127,,,,,,212,0301,276+124,,,,, 17.6187,104.5144
db,md128,,,,,,212,0301,276+159,,,,, 17.6187,104.5147
db,md129,,,,,,212,0301,276+194,,,,, 17.6186,104.5151
db,md130,,,,,,212,0301,276+229,,,,, 17.6186,104.5154
db,md131,,,,,,212,0301,276+264,,,,, 17.6186,104.5158
db,md132,,,,,,212,0301,276+299,,,,, 17.6186,104.5161
db,md133,,,,,,212,0301,276+334,,,,, 17.6186,104.5165
db,md134,,,,,,212,0301,276+369,,,,, 17.6185,104.5168
db,md135,,,,,,212,0301,276+404,,,,, 17.6185,104.5172
db,md136,,,,,,212,0301,276+439,,,,, 17.6185,104.5175
db,md137,,,,,,212,0301,276+474,,,,, 17.6185,104.5178
db,md138,,,,,,212,0301,276+509,,,,, 17.6185,104.5181
db,md139,,,,,,212,0301,276+544,,,,, 17.6184,104.5184
db,md140,,,,,,212,0301,276+579,,,,, 17.6184,104.5188
db,md141,,,,,,212,0301,276+614,,,,, 17.6183,104.5191
db,md142,,,,,,212,0301,276+649,,,,, 17.6182,104.5194
db,md143,,,,,,212,0301,276+684,,,,, 17.6180,104.5197
db,md146,,,,,,212,0301,278+982,,,,, 17.6035,104.5463
db,md144,,,,,,212,0301,278+912,,,,, 17.6039,104.5457
db,md145,,,,,,212,0301,278+947,,,,, 17.6037,104.5460
db,md147,,,,,,212,0301,279+017,,,,, 17.6033,104.5465
db,md148,,,,,,212,0301,279+052,,,,, 17.6031,104.5468
db,md149,,,,,,212,0301,279+087,,,,, 17.6029,104.5471
db,md150,,,,,,212,0301,279+122,,,,, 17.6027,104.5473
db,md151,,,,,,212,0301,279+157,,,,, 17.6025,104.5476
db,md152,,,,,,212,0301,281+057,,,,, 17.5935,104.5627
db,md153,,,,,,212,0301,281+092,,,,, 17.5934,104.5630
db,md154,,,,,,212,0301,281+127,,,,, 17.5932,104.5633
db,md155,,,,,,212,0301,281+162,,,,, 17.5931,104.5636
db,md156,,,,,,212,0301,281+197,,,,, 17.5930,104.5639
db,md157,,,,,,212,0301,281+232,,,,, 17.5928,104.5642
db,md158,,,,,,212,0301,281+267,,,,, 17.5927,104.5645
db,md159,,,,,,212,0301,281+302,,,,, 17.5925,104.5648
db,md160,,,,,,212,0301,281+337,,,,, 17.5924,104.5651
db,md161,,,,,,212,0301,281+372,,,,, 17.5922,104.5654
db,md162,,,,,,212,0301,281+407,,,,, 17.5921,104.5657
db,md163,,,,,,212,0301,281+442,,,,, 17.5919,104.5660
db,md164,,,,,,212,0301,281+477,,,,, 17.5917,104.5663
db,md165,,,,,,212,0301,281+512,,,,, 17.5915,104.5665
db,md166,,,,,,212,0301,281+547,,,,, 17.5913,104.5668
db,md167,,,,,,212,0301,281+582,,,,, 17.5911,104.5671
db,md168,,,,,,212,0301,281+617,,,,, 17.5909,104.5673
db,md169,,,,,,212,0301,281+652,,,,, 17.5907,104.5676
db,md170,,,,,,212,0301,281+687,,,,, 17.5905,104.5678
db,md171,,,,,,212,0301,281+722,,,,, 17.5903,104.5681
db,md172,,,,,,212,0301,281+757,,,,, 17.5902,104.5683
db,md173,,,,,,212,0301,281+792,,,,, 17.5900,104.5685
db,md174,,,,,,212,0301,281+827,,,,, 17.5899,104.5688
db,md175,,,,,,212,0301,281+862,,,,, 17.5897,104.5690
db,md176,,,,,,212,0301,281+897,,,,, 17.5895,104.5693
db,md177,,,,,,212,0301,281+932,,,,, 17.5893,104.5695
db,md178,,,,,,212,0301,281+967,,,,, 17.5891,104.5698
db,md179,,,,,,212,0301,282+002,,,,, 17.5889,104.5700
db,md180,,,,,,212,0301,282+037,,,,, 17.5887,104.5703
db,md181,,,,,,212,0301,282+072,,,,, 17.5885,104.5705
db,md182,,,,,,212,0301,282+107,,,,, 17.5883,104.5708
db,md183,,,,,,212,0301,282+142,,,,, 17.5881,104.5711
db,md184,,,,,,212,0301,282+177,,,,, 17.5880,104.5713
db,md185,,,,,,212,0301,282+212,,,,, 17.5878,104.5716
db,md186,,,,,,212,0301,282+247,,,,, 17.5875,104.5719
db,md187,,,,,,212,0301,282+282,,,,, 17.5873,104.5722
db,md188,,,,,,212,0301,282+317,,,,, 17.5871,104.5725
db,md189,,,,,,212,0301,282+352,,,,, 17.5869,104.5727
db,md190,,,,,,212,0301,282+387,,,,, 17.5867,104.5730
db,md191,,,,,,212,0301,282+422,,,,, 17.5865,104.5733
db,md192,,,,,,212,0301,282+457,,,,, 17.5863,104.5736
db,md193,,,,,,212,0301,282+492,,,,, 17.5861,104.5738
db,md194,,,,,,212,0301,282+527,,,,, 17.5859,104.5741
db,md195,,,,,,212,0301,282+562,,,,, 17.5856,104.5744
db,md196,,,,,,212,0301,282+597,,,,, 17.5854,104.5747
db,md197,,,,,,212,0301,282+632,,,,, 17.5852,104.5749
db,md198,,,,,,212,0301,282+667,,,,, 17.5850,104.5752
db,md199,,,,,,212,0301,282+702,,,,, 17.5848,104.5755
db,md200,,,,,,212,0301,282+737,,,,, 17.5846,104.5757
db,md201,,,,,,212,0301,282+772,,,,, 17.5844,104.5760
db,md202,,,,,,212,0301,282+807,,,,, 17.5842,104.5763
db,md203,,,,,,212,0301,282+842,,,,, 17.5840,104.5765
db,md204,,,,,,212,0301,282+877,,,,, 17.5838,104.5768
db,md205,,,,,,212,0301,282+912,,,,, 17.5836,104.5770
db,md206,,,,,,212,0301,282+947,,,,, 17.5834,104.5773
db,md207,,,,,,212,0301,282+982,,,,, 17.5832,104.5776
db,md208,,,,,,212,0301,283+017,,,,, 17.5831,104.5778
db,md209,,,,,,212,0301,283+052,,,,, 17.5829,104.5781
db,md210,,,,,,212,0301,283+087,,,,, 17.5827,104.5783
db,md211,,,,,,212,0301,283+122,,,,, 17.5825,104.5786
db,md212,,,,,,212,0301,283+157,,,,, 17.5823,104.5788
db,md213,,,,,,212,0301,283+192,,,,, 17.5821,104.5792
db,md214,,,,,,212,0301,283+227,,,,, 17.5819,104.5794
db,md215,,,,,,212,0301,283+262,,,,, 17.5816,104.5797
db,md216,,,,,,212,0301,283+297,,,,, 17.5814,104.5799
db,md216,,,,,,212,0301,283+332,,,,, 17.5812,104.5802
db,md217,,,,,,212,0301,283+367,,,,, 17.5810,104.5804
db,md218,,,,,,212,0301,283+402,,,,, 17.5808,104.5807
db,md219,,,,,,212,0301,283+437,,,,, 17.5806,104.5810
db,md220,,,,,,212,0301,283+472,,,,, 17.5806,104.5813
db,md221,,,,,,212,0301,283+507,,,,, 17.5804,104.5816
db,md222,,,,,,212,0301,283+542,,,,, 17.5803,104.5819
db,md223,,,,,,212,0301,283+577,,,,, 17.5802,104.5822
db,md224,,,,,,212,0301,283+612,,,,, 17.5800,104.5825
db,md225,,,,,,212,0301,283+647,,,,, 17.5799,104.5828
db,md226,,,,,,212,0301,283+682,,,,, 17.5798,104.5831
db,md227,,,,,,212,0301,283+717,,,,, 17.5797,104.5834
db,md228,,,,,,212,0301,283+752,,,,, 17.5796,104.5837
db,md229,,,,,,212,0301,283+787,,,,, 17.5795,104.5840
db,md230,,,,,,212,0301,283+822,,,,, 17.5793,104.5843
db,md231,,,,,,212,0301,283+857,,,,, 17.5792,104.5846
db,md232,,,,,,212,0301,283+892,,,,, 17.5791,104.5849
db,md233,,,,,,212,0301,283+927,,,,, 17.5790,104.5852
db,md234,,,,,,212,0301,283+962,,,,, 17.5788,104.5854
db,md235,,,,,,212,0301,283+997,,,,, 17.5787,104.5857
db,md236,,,,,,212,0301,284+032,,,,, 17.5785,104.5860
db,md237,,,,,,212,0301,284+064,,,,, 17.5783,104.5863
db,md238,,,,,,212,0301,284+550,,,,, 17.5765,104.5905
db,md239,,,,,,212,0301,284+585,,,,, 17.5764,104.5908
db,md240,,,,,,212,0301,284+620,,,,, 17.5762,104.5910
db,md241,,,,,,212,0301,284+655,,,,, 17.5760,104.5913
db,md242,,,,,,212,0301,284+690,,,,, 17.5758,104.5916
db,md243,,,,,,212,0301,284+725,,,,, 17.5756,104.5919
db,md244,,,,,,212,0301,284+760,,,,, 17.5755,104.5922
db,md245,,,,,,212,0301,284+795,,,,, 17.5753,104.5925
db,md246,,,,,,212,0301,284+830,,,,, 17.5751,104.5928
db,md247,,,,,,212,0301,284+865,,,,, 17.5749,104.5930
db,md248,,,,,,212,0301,284+900,,,,, 17.5747,104.5933
db,md249,,,,,,212,0301,284+935,,,,, 17.5746,104.5936
db,md250,,,,,,212,0301,284+970,,,,, 17.5744,104.5939
db,md251,,,,,,212,0301,285+005,,,,, 17.5742,104.5942
db,md252,,,,,,212,0301,285+040,,,,, 17.5740,104.5945
db,md253,,,,,,212,0301,285+075,,,,, 17.5738,104.5948
db,md254,,,,,,212,0301,285+110,,,,, 17.5737,104.5950
db,md255,,,,,,212,0301,285+145,,,,, 17.5735,104.5953
db,md256,,,,,,212,0301,285+180,,,,, 17.5733,104.5956
db,md257,,,,,,212,0301,285+215,,,,, 17.5732,104.5959
db,md259,,,,,,212,0301,285+250,,,,, 17.5730,104.5961
db,md260,,,,,,212,0301,285+285,,,,, 17.5728,104.5964
db,md261,,,,,,212,0301,285+320,,,,, 17.5726,104.5967
db,md262,,,,,,212,0301,285+355,,,,, 17.5725,104.5970
db,md263,,,,,,212,0301,285+390,,,,, 17.5723,104.5973
db,md264,,,,,,212,0301,285+425,,,,, 17.5721,104.5976
db,md265,,,,,,212,0301,285+460,,,,, 17.5719,104.5978
db,md266,,,,,,212,0301,285+495,,,,, 17.5717,104.5982
db,md267,,,,,,212,0301,285+530,,,,, 17.5716,104.5984
db,md268,,,,,,212,0301,285+565,,,,, 17.5714,104.5987
db,md268,,,,,,212,0301,285+600,,,,, 17.5712,104.5990
db,md269,,,,,,212,0301,285+635,,,,, 17.5710,104.5993
db,md270,,,,,,212,0301,285+670,,,,, 17.5709,104.5996
db,md271,,,,,,212,0301,285+705,,,,, 17.5707,104.5998
db,md272,,,,,,212,0301,285+740,,,,, 17.5705,104.6001
db,md273,,,,,,212,0301,285+775,,,,, 17.5703,104.6004
db,md274,,,,,,212,0301,285+810,,,,, 17.5702,104.6007
db,md275,,,,,,212,0301,285+845,,,,, 17.5700,104.6010
db,md276,,,,,,212,0301,285+880,,,,, 17.5698,104.6013
db,md277,,,,,,212,0301,285+915,,,,, 17.5696,104.6015
db,md278,,,,,,212,0301,285+950,,,,, 17.5694,104.6018
db,md279,,,,,,212,0301,285+985,,,,, 17.5693,104.6021
db,md280,,,,,,212,0301,286+020,,,,, 17.5691,104.6024
db,md281,,,,,,212,0301,286+055,,,,, 17.5689,104.6027
db,md282,,,,,,212,0301,286+090,,,,, 17.5687,104.6030
db,md283,,,,,,212,0301,286+125,,,,, 17.5685,104.6032
db,md284,,,,,,212,0301,286+160,,,,, 17.5684,104.6035
db,md285,,,,,,212,0301,286+195,,,,, 17.5682,104.6038
db,md286,,,,,,212,0301,286+230,,,,, 17.5680,104.6041
db,md287,,,,,,212,0301,286+265,,,,, 17.5679,104.6044
db,md288,,,,,,212,0301,286+300,,,,, 17.5677,104.6047
db,md289,,,,,,212,0301,286+335,,,,, 17.5675,104.6049
db,md290,,,,,,212,0301,286+370,,,,, 17.5673,104.6052
db,md291,,,,,,212,0301,286+405,,,,, 17.5671,104.6055
db,md292,,,,,,212,0301,286+440,,,,, 17.5670,104.6058
db,md293,,,,,,212,0301,286+475,,,,, 17.5668,104.6061
db,md294,,,,,,212,0301,286+510,,,,, 17.5666,104.6064
db,md295,,,,,,212,0301,286+545,,,,, 17.5664,104.6067
db,md296,,,,,,212,0301,286+580,,,,, 17.5663,104.6069
db,md297,,,,,,212,0301,286+615,,,,, 17.5661,104.6072
db,md298,,,,,,212,0301,286+650,,,,, 17.5659,104.6075
db,md299,,,,,,212,0301,286+685,,,,, 17.5657,104.6077
db,md300,,,,,,212,0301,286+720,,,,, 17.5654,104.6080
db,md301,,,,,,212,0301,286+755,,,,, 17.5652,104.6082
db,md302,,,,,,212,0301,286+790,,,,, 17.5649,104.6083
db,md303,,,,,,212,0301,286+825,,,,, 17.5646,104.6085
db,md304,,,,,,212,0301,286+860,,,,, 17.5643,104.6086
db,md305,,,,,,212,0301,286+895,,,,, 17.5640,104.6087
db,md306,,,,,,212,0301,286+930,,,,, 17.5637,104.6087
db,md307,,,,,,212,0301,286+965,,,,, 17.5633,104.6088
db,md308,,,,,,212,0301,287+000,,,,, 17.5630,104.6088
db,md309,,,,,,212,0301,287+035,,,,, 17.5627,104.6089
db,md310,,,,,,212,0301,287+140,,,,, 17.5618,104.6091
db,md311,,,,,,212,0301,287+175,,,,, 17.5614,104.6092
db,md312,,,,,,212,0301,287+210,,,,, 17.5611,104.6092
db,md313,,,,,,212,0301,287+245,,,,, 17.5608,104.6093
db,md314,,,,,,212,0301,287+280,,,,, 17.5605,104.6094
db,md315,,,,,,212,0301,287+315,,,,, 17.5602,104.6094
-d,md316,,,,,,212,0301,-287+350,,,,, 17.5598,104.6095
db,md317,,,,,,212,0301,287+385,,,,, 17.5595,104.6096
db,md318,,,,,,212,0301,287+420,,,,, 17.5592,104.6097
db,md319,,,,,,212,0301,287+455,,,,, 17.5589,104.6098
db,md320,,,,,,212,0301,287+490,,,,, 17.5586,104.61 1
db,md321,,,,,,212,0301,287+525,,,,, 17.5583,104.6101
db,md322,,,,,,212,0301,287+560,,,,, 17.5581,104.6103
db,md323,,,,,,212,0301,287+595,,,,, 17.5578,104.6104
db,md324,,,,,,212,0301,287+630,,,,, 17.5575,104.6105
db,md325,,,,,,212,0301,287+665,,,,, 17.5572,104.6107
db,md326,,,,,,212,0301,287+700,,,,, 17.5569,104.6108
db,md327,,,,,,212,0301,287+735,,,,, 17.5566,104.6110
db,md328,,,,,,212,0301,287+770,,,,, 17.5563,104.6111
db,md329,,,,,,212,0301,287+805,,,,, 17.5560,104.6112
db,md330,,,,,,212,0301,287+840,,,,, 17.5557,104.6114
db,md331,,,,,,212,0301,287+875,,,,, 17.5555,104.6115
db,md332,,,,,,212,0301,287+910,,,,, 17.5552,104.6117
db,md333,,,,,,212,0301,287+945,,,,, 17.5549,104.6118
db,md334,,,,,,212,0301,287+980,,,,, 17.5546,104.6120
db,md335,,,,,,212,0301,288+015,,,,, 17.5543,104.6121
db,md336,,,,,,212,0301,288+050,,,,, 17.5540,104.6123
db,md337,,,,,,212,0301,288+085,,,,, 17.5537,104.6125
db,md338,,,,,,212,0301,288+120,,,,, 17.5535,104.6127
db,md339,,,,,,212,0301,288+155,,,,, 17.5532,104.6129
db,md340,,,,,,212,0301,288+190,,,,, 17.5530,104.6131
db,md341,,,,,,212,0301,288+225,,,,, 17.5527,104.6133
db,md342,,,,,,212,0301,288+260,,,,, 17.5525,104.6136
db,md343,,,,,,212,0301,288+295,,,,, 17.5522,104.6138
db,md344,,,,,,212,0301,288+330,,,,, 17.5520,104.6140
db,md345,,,,,,212,0301,288+365,,,,, 17.5518,104.6142
db,md346,,,,,,212,0301,288+400,,,,, 17.5515,104.6145
db,md347,,,,,,212,0301,288+435,,,,, 17.5513,104.6147
db,md348,,,,,,212,0301,288+470,,,,, 17.5511,104.6149
db,md349,,,,,,212,0301,288+505,,,,, 17.5508,104.6152
db,md350,,,,,,212,0301,288+540,,,,, 17.5506,104.6154
