ประเภทโคมไฟ,ทิศทางที่ตั้ง (LT/RT/MD),สถานะ,ชนิดของหลอดไฟ,ตู้คอนโทรล,วันที่ก่อสร้าง,สัญญาที่,สายทาง,ตอนควบคุม,กม.,วันที่ซ่อมครั้งล่าสุด,สาเหตุการเสียหาย,วิธีการซ่อม,หมายเหตุ,Lat,Long
db,md351,,,,,,212,0301,288+575,,,,, 17.5503,104.6156
db,md352,,,,,,212,0301,288+610,,,,, 17.5501,104.6158
db,md353,,,,,,212,0301,288+645,,,,, 17.5498,104.6161
db,md354,,,,,,212,0301,288+680,,,,, 17.5496,104.6163
db,md355,,,,,,212,0301,288+715,,,,, 17.5494,104.6165
db,md356,,,,,,212,0301,288+750,,,,, 17.5491,104.6167
db,md357,,,,,,212,0301,288+785,,,,, 17.5489,104.6170
db,md358,,,,,,212,0301,288+820,,,,, 17.5487,104.6172
db,md359,,,,,,212,0301,288+855,,,,, 17.5485,104.6175
db,md360,,,,,,212,0301,288+890,,,,, 17.5483,104.6177
db,md361,,,,,,212,0301,288+925,,,,, 17.5481,104.6180
db,md362,,,,,,212,0301,288+960,,,,, 17.5478,104.6183
db,md363,,,,,,212,0301,288+995,,,,, 17.5476,104.6185
db,md364,,,,,,212,0301,289+030,,,,, 17.5474,104.6187
db,md365,,,,,,212,0301,289+065,,,,, 17.5472,104.6190
db,md366,,,,,,212,0301,289+100,,,,, 17.5470,104.6192
db,md367,,,,,,212,0301,289+135,,,,, 17.5468,104.6195
db,md368,,,,,,212,0301,289+170,,,,, 17.5466,104.6197
db,md369,,,,,,212,0301,289+205,,,,, 17.5463,104.6200
db,md370,,,,,,212,0301,289+240,,,,, 17.5461,104.6202
db,md371,,,,,,212,0301,289+275,,,,, 17.5460,104.6205
db,md372,,,,,,212,0301,289+310,,,,, 17.5458,104.6207
db,md373,,,,,,212,0301,289+345,,,,, 17.5455,104.6210
db,md374,,,,,,212,0301,289+380,,,,, 17.5453,104.6212
db,md375,,,,,,212,0301,289+415,,,,, 17.5451,104.6215
db,md376,,,,,,212,0301,289+450,,,,, 17.5449,104.6217
db,md377,,,,,,212,0301,289+485,,,,, 17.5447,104.6220
db,md378,,,,,,212,0301,289+520,,,,, 17.5445,104.6223
db,md379,,,,,,212,0301,289+555,,,,, 17.5443,104.6226
db,md380,,,,,,212,0301,289+590,,,,, 17.5442,104.6229
db,md381,,,,,,212,0301,289+625,,,,, 17.5440,104.6232
db,md382,,,,,,212,0301,289+660,,,,, 17.5439,104.6235
db,md383,,,,,,212,0301,289+695,,,,, 17.5437,104.6238
db,md384,,,,,,212,0301,289+730,,,,, 17.5436,104.6241
db,md385,,,,,,212,0301,289+765,,,,, 17.5434,104.6244
db,md386,,,,,,212,0301,289+800,,,,, 17.5433,104.6247
db,md387,,,,,,212,0301,289+835,,,,, 17.5431,104.6250
db,md388,,,,,,212,0301,289+870,,,,, 17.5430,104.6253
db,md389,,,,,,212,0301,289+905,,,,, 17.5428,104.6256
db,md390,,,,,,212,0301,289+940,,,,, 17.5427,104.6259
db,md391,,,,,,212,0301,289+975,,,,, 17.5425,104.6262
db,md392,,,,,,212,0301,290+010,,,,, 17.5424,104.6265
db,md393,,,,,,212,0301,290+045,,,,, 17.5422,104.6268
db,md394,,,,,,212,0301,290+437,,,,, 17.5406,104.6301
db,md395,,,,,,212,0301,290+472,,,,, 17.5404,104.6305
db,md-39,,,,,,212,0301,290+507,,,,, 17.5403,104.6308
db,md397,,,,,,212,0301,290+542,,,,, 17.5401,104.6311
db,md398,,,,,,212,0301,290+577,,,,, 17.5400,104.6314
db,md399,,,,,,212,0301,290+612,,,,, 17.5399,104.6317
db,md400,,,,,,212,0301,290+647,,,,, 17.5397,104.6320
db,md401,,,,,,212,0301,290+682,,,,, 17.5396,104.6323
db,md402,,,,,,212,0301,290+717,,,,, 17.5394,104.6326
db,md403,,,,,,212,0301,290+752,,,,, 17.5393,104.6329
db,md404,,,,,,212,0301,290+787,,,,, 17.5391,104.6332
db,md405,,,,,,212,0301,290+822,,,,, 17.5390,104.6335
db,md406,,,,,,212,0301,290+857,,,,, 17.5388,104.6338
db,md407,,,,,,212,0301,290+892,,,,, 17.5387,104.6341
db,md408,,,,,,212,0301,290+927,,,,, 17.5385,104.6344
db,md409,,,,,,212,0301,290+962,,,,, 17.5384,104.6347
db,md410,,,,,,212,0301,290+997,,,,, 17.5382,104.6350
db,md411,,,,,,212,0301,291+032,,,,, 17.5381,104.6353
db,md412,,,,,,212,0301,291+067,,,,, 17.5379,104.6356
db,md413,,,,,,212,0301,291+102,,,,, 17.5378,104.6359
db,md414,,,,,,212,0301,291+137,,,,, 17.5376,104.6363
db,md415,,,,,,212,0301,291+172,,,,, 17.5375,104.6366
db,md416,,,,,,212,0301,291+207,,,,, 17.5374,104.6368
db,md417,,,,,,212,0301,291+242,,,,, 17.5372,104.6371
db,md418,,,,,,212,0301,291+277,,,,, 17.5371,104.6374
db,md419,,,,,,212,0301,291+312,,,,, 17.5370,104.6378
db,md420,,,,,,212,0301,291+347,,,,, 17.5370,104.6381
db,md421,,,,,,212,0301,291+382,,,,, 17.5370,104.6384
db,md422,,,,,,212,0301,291+417,,,,, 17.5370,104.6388
db,md423,,,,,,212,0301,291+452,,,,, 17.5370,104.6391
db,md424,,,,,,212,0301,291+487,,,,, 17.5370,104.6395
db,md425,,,,,,212,0301,291+522,,,,, 17.5370,104.6399
db,md426,,,,,,212,0301,291+767,,,,, 17.5371,104.6422
db,md427,,,,,,212,0301,291+802,,,,, 17.5371,104.6426
db,md428,,,,,,212,0301,291+837,,,,, 17.5371,104.6430
db,md429,,,,,,212,0301,291+872,,,,, 17.5371,104.6434
db,md430,,,,,,212,0301,291+907,,,,, 17.5371,104.6437
db,md431,,,,,,212,0301,291+942,,,,, 17.5371,104.6440
db,md432,,,,,,212,0301,291+977,,,,, 17.5372,104.6444
db,md433,,,,,,212,0301,292+012,,,,, 17.5372,104.6447
db,md434,,,,,,212,0301,292+047,,,,, 17.5372,104.6451
db,md435,,,,,,212,0301,292+082,,,,, 17.5372,104.6454
db,md436,,,,,,212,0301,292+117,,,,, 17.5372,104.6458
db,md437,,,,,,212,0301,292+152,,,,, 17.5372,104.6462
db,md438,,,,,,212,0301,292+187,,,,, 17.5372,104.6466
db,md439,,,,,,212,0301,292+222,,,,, 17.5373,104.6469
db,md440,,,,,,212,0301,292+257,,,,, 17.5373,104.6472
db,md441,,,,,,212,0301,292+292,,,,, 17.5373,104.6476
db,md442,,,,,,212,0301,292+327,,,,, 17.5373,104.6479
db,md443,,,,,,212,0301,292+362,,,,, 17.5373,104.6482
db,md444,,,,,,212,0301,292+397,,,,, 17.5373,104.6486
db,md445,,,,,,212,0301,293+038,,,,, 17.5351,104.6541
db,md446,,,,,,212,0301,293+073,,,,, 17.5350,104.6544
db,md447,,,,,,212,0301,293+108,,,,, 17.5349,104.6546
db,md448,,,,,,212,0301,293+143,,,,, 17.5347,104.6549
db,md449,,,,,,212,0301,293+178,,,,, 17.5346,104.6552
db,md450,,,,,,212,0301,293+213,,,,, 17.5344,104.6556
db,md451,,,,,,212,0301,293+248,,,,, 17.5343,104.6560
db,md452,,,,,,212,0301,293+283,,,,, 17.5341,104.6563
db,md453,,,,,,212,0301,293+318,,,,, 17.5340,104.6566
db,md454,,,,,,212,0301,293+353,,,,, 17.5339,104.6569
db,md455,,,,,,212,0301,293+388,,,,, 17.5338,104.6572
db,md456,,,,,,212,0301,293+423,,,,, 17.5336,104.6575
db,md457,,,,,,212,0301,293+458,,,,, 17.5335,104.6578
db,md458,,,,,,212,0301,293+493,,,,, 17.5334,104.6580
db,md459,,,,,,212,0301,293+528,,,,, 17.5332,104.6584
db,md460,,,,,,212,0301,293+563,,,,, 17.5331,104.6587
db,md461,,,,,,212,0301,293+598,,,,, 17.5330,104.6590
db,md462,,,,,,212,0301,293+633,,,,, 17.5328,104.6593
db,md463,,,,,,212,0301,293+668,,,,, 17.5327,104.6596
db,md464,,,,,,212,0301,293+703,,,,, 17.5326,104.6599
db,md-46,,,,,,212,0301,293+738,,,,, 17.5324,104.6603
db,md466,,,,,,212,0301,293+773,,,,, 17.5323,104.6605
db,md467,,,,,,212,0301,293+808,,,,, 17.5322,104.6608
db,md468,,,,,,212,0301,293+843,,,,, 17.5321,104.6611
db,md469,,,,,,212,0301,293+878,,,,, 17.5319,104.6614
db,md470,,,,,,212,0301,293+913,,,,, 17.5318,104.6617
db,md471,,,,,,212,0301,293+948,,,,, 17.5316,104.6620
db,md472,,,,,,212,0301,293+983,,,,, 17.5315,104.6623
db,md473,,,,,,212,0301,294+018,,,,, 17.5314,104.6626
db,md474,,,,,,212,0301,294+053,,,,, 17.5313,104.6630
db,md475,,,,,,212,0301,294+088,,,,, 17.5312,104.6632
db,md476,,,,,,212,0301,294+123,,,,, 17.5310,104.6636
db,md477,,,,,,212,0301,294+158,,,,, 17.531 ,104.6639
db,md478,,,,,,212,0301,294+193,,,,, 17.5309,104.6642
db,md479,,,,,,212,0301,294+228,,,,, 17.5308,104.6645
db,md480,,,,,,212,0301,294+263,,,,, 17.5307,104.6649
db,md481,,,,,,212,0301,294+298,,,,, 17.5306,104.6652
db,md482,,,,,,212,0301,294+333,,,,, 17.5305,104.6655
db,md483,,,,,,212,0301,294+368,,,,, 17.5304,104.6659
db,md484,,,,,,212,0301,294+403,,,,, 17.5303,104.6662
db,md485,,,,,,212,0301,294+438,,,,, 17.5303,104.6665
db,md486,,,,,,212,0301,294+473,,,,, 17.5302,104.6668
db,md487,,,,,,212,0301,294+508,,,,, 17.5301,104.6672
db,md488,,,,,,212,0301,294+543,,,,, 17.5300,104.6675
db,md489,,,,,,212,0301,294+578,,,,, 17.5299,104.6678
db,md490,,,,,,212,0301,294+613,,,,, 17.5298,104.6682
db,md491,,,,,,212,0301,294+648,,,,, 17.5297,104.6685
db,md492,,,,,,212,0301,294+683,,,,, 17.5296,104.6688
db,md493,,,,,,212,0301,294+718,,,,, 17.5296,104.6691
db,md494,,,,,,212,0301,294+753,,,,, 17.5295,104.6695
db,md495,,,,,,212,0301,294+788,,,,, 17.5294,104.6698
db,md496,,,,,,212,0301,294+823,,,,, 17.5293,104.6701
db,md497,,,,,,212,0301,294+858,,,,, 17.5292,104.6704
db,md498,,,,,,212,0301,294+893,,,,, 17.5291,104.6708
db,md499,,,,,,212,0301,294+928,,,,, 17.5290,104.6711
db,md500,,,,,,212,0301,294+963,,,,, 17.5289,104.6714
db,md501,,,,,,212,0301,294+998,,,,, 17.5288,104.6717
db,md502,,,,,,212,0301,295+033,,,,, 17.5288,104.6721
db,md503,,,,,,212,0301,295+068,,,,, 17.5287,104.6724
db,md504,,,,,,212,0301,295+103,,,,, 17.5286,104.6727
db,md505,,,,,,212,0301,295+138,,,,, 17.5285,104.6731
db,md506,,,,,,212,0301,295+173,,,,, 17.5284,104.6734
db,md507,,,,,,212,0301,295+208,,,,, 17.5283,104.6737
db,md508,,,,,,212,0301,295+243,,,,, 17.5282,104.6740
db,md509,,,,,,212,0301,295+278,,,,, 17.5281,104.6744
db,md510,,,,,,212,0301,295+313,,,,, 17.5281,104.6747
db,md511,,,,,,212,0301,295+348,,,,, 17.5280,104.6750
db,md512,,,,,,212,0301,295+383,,,,, 17.5279,104.6753
db,md513,,,,,,212,0301,295+418,,,,, 17.5278,104.6757
db,md514,,,,,,212,0301,295+453,,,,, 17.5277,104.6760
db,md515,,,,,,212,0301,295+488,,,,, 17.5276,104.6763
db,md516,,,,,,212,0301,295+523,,,,, 17.5275,104.6766
db,md517,,,,,,212,0301,295+558,,,,, 17.5274,104.6769
-d,md501,,,,,,212,0301,-295+593,,,,, 17.5273,104.6773
db,md519,,,,,,212,0301,295+628,,,,, 17.5273,104.6776
db,md520,,,,,,212,0301,295+663,,,,, 17.5272,104.6779
db,md521,,,,,,212,0301,295+698,,,,, 17.5271,104.6782
db,md522,,,,,,212,0301,295+733,,,,, 17.5270,104.6786
db,md523,,,,,,212,0301,295+768,,,,, 17.5269,104.6789
db,md524,,,,,,212,0301,295+803,,,,, 17.5268,104.6792
db,md525,,,,,,212,0301,295+838,,,,, 17.5267,104.6795
db,md526,,,,,,212,0301,295+873,,,,, 17.5266,104.6799
db,md527,,,,,,212,0301,295+908,,,,, 17.5265,104.6802
db,md528,,,,,,212,0301,295+943,,,,, 17.5265,104.6805
db,md529,,,,,,212,0301,295+978,,,,, 17.5264,104.6808
db,md530,,,,,,212,0301,296+013,,,,, 17.5263,104.6812
db,md531,,,,,,212,0301,296+048,,,,, 17.5262,104.6815
db,md532,,,,,,212,0301,296+083,,,,, 17.5261,104.6818
db,md533,,,,,,212,0301,296+118,,,,, 17.5260,104.6822
db,md534,,,,,,212,0301,296+153,,,,, 17.5259,104.6826
db,md535,,,,,,212,0301,296+188,,,,, 17.5258,104.6830
db,md536,,,,,,212,0301,296+223,,,,, 17.5257,104.6834
db,md537,,,,,,212,0301,296+258,,,,, 17.5256,104.6839
db,md538,,,,,,212,0301,296+293,,,,, 17.5255,104.6842
db,md539,,,,,,212,0301,296+328,,,,, 17.5254,104.6846
db,md540,,,,,,212,0301,296+363,,,,, 17.5253,104.6849
db,md541,,,,,,212,0301,296+398,,,,, 17.5252,104.6852
db,md542,,,,,,212,0301,296+433,,,,, 17.5251,104.6855
db,md543,,,,,,212,0301,296+468,,,,, 17.5250,104.6859
db,md544,,,,,,212,0301,296+503,,,,, 17.5249,104.6862
db,md545,,,,,,212,0301,296+538,,,,, 17.5248,104.6865
db,md546,,,,,,212,0301,296+573,,,,, 17.5247,104.6868
db,md547,,,,,,212,0301,296+608,,,,, 17.5246,104.6872
db,md548,,,,,,212,0301,296+642,,,,, 17.5244,104.6874
db,md549,,,,,,212,0301,296+677,,,,, 17.5242,104.6877
db,md550,,,,,,212,0301,296+712,,,,, 17.5240,104.6879
db,md551,,,,,,212,0301,296+747,,,,, 17.5237,104.6880
db,md552,,,,,,212,0301,296+782,,,,, 17.5234,104.6881
db,md553,,,,,,212,0301,296+817,,,,, 17.5230,104.6883
db,md554,,,,,,212,0301,296+852,,,,, 17.5227,104.6883
db,md555,,,,,,212,0301,296+887,,,,, 17.5224,104.6884
db,md556,,,,,,212,0301,296+922,,,,, 17.5221,104.6885
db,md557,,,,,,212,0301,296+957,,,,, 17.5218,104.6886
db,md558,,,,,,212,0301,296+992,,,,, 17.5215,104.6887
db,md559,,,,,,212,0301,297+027,,,,, 17.5212,104.6888
db,md560,,,,,,212,0301,297+062,,,,, 17.5209,104.6889
db,md561,,,,,,212,0301,297+097,,,,, 17.5206,104.6890
db,md562,,,,,,212,0301,297+132,,,,, 17.5202,104.6891
db,md563,,,,,,212,0301,297+167,,,,, 17.5198,104.6892
db,md564,,,,,,212,0301,297+971,,,,, 17.5130,104.6917
db,md565,,,,,,212,0301,298+006,,,,, 17.5126,104.6919
db,md566,,,,,,212,0301,298+007,,,,, 17.5123,104.6921
db,md567,,,,,,212,0301,298+042,,,,, 17.5120,104.6923
db,md568,,,,,,212,0301,298+077,,,,, 17.5117,104.6924
db,md569,,,,,,212,0301,298+112,,,,, 17.5114,104.6926
db,md570,,,,,,212,0301,298+147,,,,, 17.5112,104.6927
db,md571,,,,,,212,0301,298+182,,,,, 17.5109,104.6929
db,md572,,,,,,212,0301,298+217,,,,, 17.5106,104.6930
db,md573,,,,,,212,0301,298+252,,,,, 17.5103,104.6932
db,md574,,,,,,212,0301,298+287,,,,, 17.5100,104.6934
db,md575,,,,,,212,0301,298+322,,,,, 17.5096,104.6936
db,md576,,,,,,212,0301,298+467,,,,, 17.5084,104.6943
db,md577,,,,,,212,0301,298+511,,,,, 17.5082,104.6945
db,md578,,,,,,212,0301,298+546,,,,, 17.5079,104.6947
db,md579,,,,,,212,0301,298+581,,,,, 17.5077,104.6949
db,md580,,,,,,212,0301,298+616,,,,, 17.5075,104.6952
db,md581,,,,,,212,0301,298+651,,,,, 17.5073,104.6955
db,md582,,,,,,212,0301,298+686,,,,, 17.5072,104.6958
db,md583,,,,,,212,0301,298+721,,,,, 17.5070,104.6961
db,md584,,,,,,212,0301,298+756,,,,, 17.5068,104.6964
db,md585,,,,,,212,0301,298+791,,,,, 17.5066,104.6967
db,md586,,,,,,212,0301,298+826,,,,, 17.5064,104.6970
db,md587,,,,,,212,0301,298+861,,,,, 17.5062,104.6973
db,md588,,,,,,212,0301,298+896,,,,, 17.5060,104.6976
db,md589,,,,,,212,0301,298+931,,,,, 17.5058,104.6979
db,md590,,,,,,212,0301,298+966,,,,, 17.5056,104.6982
db,md590,,,,,,212,0301,299+654,,,,, 17.5011,104.7027
db,md591,,,,,,212,0301,299+689,,,,, 17.5008,104.7030
db,md592,,,,,,212,0301,299+724,,,,, 17.5006,104.7033
db,md593,,,,,,212,0301,299+759,,,,, 17.5005,104.7036
db,md594,,,,,,212,0301,299+794,,,,, 17.5004,104.7039
db,md595,,,,,,212,0301,299+829,,,,, 17.5002,104.7042
db,md596,,,,,,212,0301,299+864,,,,, 17.5001,104.7045
db,md597,,,,,,212,0301,299+899,,,,, 17.4999,104.7048
db,md598,,,,,,212,0301,299+934,,,,, 17.4998,104.7051
db,md599,,,,,,212,0301,299+969,,,,, 17.4997,104.7054
db,md600,,,,,,212,0301,300+004,,,,, 17.4995,104.7057
db,md601,,,,,,212,0301,300+039,,,,, 17.4994,104.7060
db,md602,,,,,,212,0301,300+074,,,,, 17.4993,104.7062
db,md603,,,,,,212,0301,300+109,,,,, 17.4991,104.7065
db,md604,,,,,,212,0301,300+144,,,,, 17.4990,104.7068
db,md605,,,,,,212,0301,300+179,,,,, 17.4989,104.7071
db,md606,,,,,,212,0301,300+214,,,,, 17.4987,104.7074
db,md607,,,,,,212,0301,300+249,,,,, 17.4986,104.7077
db,md608,,,,,,212,0301,300+284,,,,, 17.4985,104.7080
db,md609,,,,,,212,0301,300+319,,,,, 17.4983,104.7083
db,md610,,,,,,212,0301,300+354,,,,, 17.4982,104.7086
db,md611,,,,,,212,0301,300+389,,,,, 17.4981,104.7089
db,md612,,,,,,212,0301,300+424,,,,, 17.4979,104.7092
db,md613,,,,,,212,0301,300+459,,,,, 17.4978,104.7095
db,md614,,,,,,212,0301,300+494,,,,, 17.4977,104.7098
db,md615,,,,,,212,0301,300+529,,,,, 17.4975,104.7101
db,md616,,,,,,212,0301,300+564,,,,, 17.4974,104.7104
db,md617,,,,,,212,0301,300+599,,,,, 17.4973,104.7107
db,md618,,,,,,212,0301,300+634,,,,, 17.4971,104.7110
db,md619,,,,,,212,0301,300+669,,,,, 17.4970,104.7113
db,md620,,,,,,212,0301,300+704,,,,, 17.4969,104.7116
db,md621,,,,,,212,0301,300+739,,,,, 17.4967,104.7120
db,md622,,,,,,212,0301,300+774,,,,, 17.4966,104.7123
db,md623,,,,,,212,0301,300+809,,,,, 17.4965,104.7126
db,md624,,,,,,212,0301,300+844,,,,, 17.4963,104.7129
db,md625,,,,,,212,0301,300+879,,,,, 17.4962,104.7132
db,md626,,,,,,212,0301,300+914,,,,, 17.4960,104.7135
db,md627,,,,,,212,0301,300+949,,,,, 17.4959,104.7138
db,md628,,,,,,212,0301,300+984,,,,, 17.4958,104.7141
db,md629,,,,,,212,0301,301+019,,,,, 17.4956,104.7144
db,md630,,,,,,212,0301,301+054,,,,, 17.4955,104.7147
db,md631,,,,,,212,0301,301+092,,,,, 17.4954,104.7150
db,md632,,,,,,212,0301,301+127,,,,, 17.4953,104.7153
db,md633,,,,,,212,0301,301+162,,,,, 17.4951,104.7156
db,md634,,,,,,212,0301,301+197,,,,, 17.4950,104.7159
db,md635,,,,,,212,0301,301+232,,,,, 17.4949,104.7162
db,md636,,,,,,212,0301,301+267,,,,, 17.4948,104.7164
db,md637,,,,,,212,0301,301+302,,,,, 17.4946,104.7167
db,md638,,,,,,212,0301,301+337,,,,, 17.4945,104.7170
db,md639,,,,,,212,0301,301+372,,,,, 17.4944,104.7173
db,md640,,,,,,212,0301,301+407,,,,, 17.4942,104.7176
db,md641,,,,,,212,0301,301+442,,,,, 17.4941,104.7180
db,md642,,,,,,212,0301,301+477,,,,, 17.4940,104.7182
db,md643,,,,,,212,0301,301+512,,,,, 17.4938,104.7186
db,md644,,,,,,212,0301,301+547,,,,, 17.4937,104.7189
db,md645,,,,,,212,0301,301+585,,,,, 17.4935,104.7192
db,md646,,,,,,212,0301,301+620,,,,, 17.4933,104.7194
db,md647,,,,,,212,0301,301+655,,,,, 17.4931,104.7196
db,md648,,,,,,212,0301,301+690,,,,, 17.4929,104.7198
db,md649,,,,,,212,0301,301+725,,,,, 17.4926,104.7200
db,md650,,,,,,212,0301,301+760,,,,, 17.4923,104.7201
db,md651,,,,,,212,0301,301+795,,,,, 17.4920,104.7202
db,md652,,,,,,212,0301,301+833,,,,, 17.4917,104.7202
db,md653,,,,,,212,0301,301+868,,,,, 17.4915,104.7203
db,md654,,,,,,212,0301,301+903,,,,, 17.4912,104.7203
db,md655,,,,,,212,0301,301+938,,,,, 17.4909,104.7204
db,md656,,,,,,212,0301,301+973,,,,, 17.4905,104.7204
db,md657,,,,,,212,0301,302+008,,,,, 17.4902,104.7205
db,md658,,,,,,212,0301,302+043,,,,, 17.4899,104.7206
db,md659,,,,,,212,0301,302+078,,,,, 17.4897,104.7207
db,md670,,,,,,212,0301,302+113,,,,, 17.4894,104.7207
db,md671,,,,,,212,0301,302+148,,,,, 17.4890,104.7208
db,md672,,,,,,212,0301,302+183,,,,, 17.4887,104.7208
db,md673,,,,,,212,0301,302+218,,,,, 17.4885,104.7209
db,md674,,,,,,212,0301,302+253,,,,, 17.4882,104.7210
db,md675,,,,,,212,0301,302+288,,,,, 17.4879,104.7210
db,md676,,,,,,212,0301,302+323,,,,, 17.4876,104.7211
db,md677,,,,,,212,0301,302+358,,,,, 17.4873,104.7211
db,md678,,,,,,212,0301,302+393,,,,, 17.4869,104.7212
db,md679,,,,,,212,0301,302+428,,,,, 17.4866,104.7213
db,md680,,,,,,212,0301,302+463,,,,, 17.4863,104.7213
db,md681,,,,,,212,0301,302+498,,,,, 17.4861,104.7214
db,md682,,,,,,212,0301,302+533,,,,, 17.4858,104.7215
db,md683,,,,,,212,0301,302+568,,,,, 17.4855,104.7215
db,md684,,,,,,212,0301,302+603,,,,, 17.4852,104.7216
db,md685,,,,,,212,0301,302+638,,,,, 17.4850,104.7218
db,md686,,,,,,212,0301,302+673,,,,, 17.4848,104.7219
db,md687,,,,,,212,0301,302+708,,,,, 17.4845,104.7222
db,md688,,,,,,212,0301,302+743,,,,, 17.4842,104.7224
db,md689,,,,,,212,0301,302+778,,,,, 17.4839,104.7227
db,md690,,,,,,212,0301,302+813,,,,, 17.4837,104.7229
db,md691,,,,,,212,0301,302+848,,,,, 17.4834,104.7230
db,md692,,,,,,212,0301,302+883,,,,, 17.4832,104.7232
db,md693,,,,,,212,0301,303+133,,,,, 17.4811,104.7241
db,md694,,,,,,212,0301,303+290,,,,, 17.4797,104.7246
db,md695,,,,,,212,0301,303+548,,,,, 17.4776,104.7254
db,md696,,,,,,212,0301,303+596,,,,, 17.4772,104.7256
db,md697,,,,,,212,0301,303+646,,,,, 17.4768,104.7257
db,md698,,,,,,212,0301,303+691,,,,, 17.4764,104.7259
db,md699,,,,,,212,0301,303+739,,,,, 17.4760,104.7261
db,md700,,,,,,212,0301,303+784,,,,, 17.4756,104.7262
db,md701,,,,,,212,0301,303+829,,,,, 17.4752,104.7264
db,md702,,,,,,212,0301,303+877,,,,, 17.4748,104.7265
db,md703,,,,,,212,0301,303+912,,,,, 17.4745,104.7267
db,md704,,,,,,212,0301,303+947,,,,, 17.4743,104.7268
db,md705,,,,,,212,0301,303+982,,,,, 17.4740,104.7269
db,md706,,,,,,212,0301,304+017,,,,, 17.4738,104.7271
db,md707,,,,,,212,0301,304+052,,,,, 17.4736,104.7273
db,md708,,,,,,212,0301,304+087,,,,, 17.4734,104.7276
db,md709,,,,,,212,0301,304+122,,,,, 17.4732,104.7278
db,md710,,,,,,212,0301,304+157,,,,, 17.4730,104.7281
db,md711,,,,,,212,0301,304+192,,,,, 17.4729,104.7284
db,md712,,,,,,212,0301,304+227,,,,, 17.4728,104.7286
db,md713,,,,,,212,0301,304+262,,,,, 17.4727,104.7289
